AT_load_actual_entsoe_transparency,temperature_2m (°C),rain (mm),relative_humidity_2m (%),sunshine_duration (s),Hour,DayOfWeek,Month,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Is_Holiday,Load_Lag_1h,Load_Lag_24h,Load_Lag_168h,Load_Rolling_Mean_24h,Temp_Rolling_Mean_24h
8080.0,-4.1,0.0,81,3600.0,17,1,4,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,8292.0,6410.0,7759.0,7156.666666666667,-1.9833333333333325
7917.0,-4.6,0.0,86,449.86,18,1,4,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0,8080.0,6480.0,7751.0,7226.25,-2.149999999999999
7332.0,-4.1,0.0,86,0.0,19,1,4,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0,7917.0,6126.0,7208.0,7286.125,-2.329166666666666
7125.0,-4.9,0.0,86,0.0,20,1,4,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,7332.0,6141.0,6928.0,7336.375,-2.4249999999999994
6644.0,-5.9,0.0,91,0.0,21,1,4,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,0,7125.0,5804.0,6389.0,7377.375,-2.5749999999999993
6393.0,-6.3,0.0,91,0.0,22,1,4,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0,6644.0,5538.0,6051.0,7412.375,-2.7374999999999994
6085.0,-5.9,0.0,90,0.0,23,1,4,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,0,6393.0,5296.0,5724.0,7448.0,-2.945833333333333
6019.0,-6.6,0.0,87,0.0,0,2,4,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,6085.0,5204.0,5679.0,7480.875,-3.1208333333333322
5842.0,-6.2,0.0,86,0.0,1,2,4,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,6019.0,5159.0,5607.0,7514.833333333333,-3.2833333333333328
5979.0,-6.2,0.0,86,0.0,2,2,4,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,5842.0,5335.0,5742.0,7543.291666666667,-3.4499999999999993
6670.0,-7.1,0.0,89,0.0,3,2,4,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0,5979.0,6063.0,6412.0,7570.125,-3.6083333333333325
7612.0,-7.6,0.0,89,0.0,4,2,4,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,6670.0,6995.0,7287.0,7595.416666666667,-3.7333333333333325
8565.0,-7.8,0.0,89,0.0,5,2,4,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,0,7612.0,7862.0,8137.0,7621.125,-3.9041666666666663
8931.0,-7.3,0.0,88,0.0,6,2,4,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,8565.0,8349.0,8423.0,7650.416666666667,-3.9999999999999996
9061.0,-6.0,0.0,79,0.0,7,2,4,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,8931.0,8498.0,8416.0,7674.666666666667,-4.145833333333333
9188.0,-5.2,0.0,75,3600.0,8,2,4,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,9061.0,8638.0,8498.0,7698.125,-4.283333333333332
9272.0,-5.4,0.1,75,3600.0,9,2,4,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0,9188.0,8762.0,8546.0,7721.041666666667,-4.3999999999999995
9011.0,-4.3,0.0,69,3600.0,10,2,4,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,9272.0,8571.0,8252.0,7742.291666666667,-4.574999999999999
8947.0,-4.0,0.0,66,3600.0,11,2,4,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0,9011.0,8587.0,8166.0,7760.625,-4.683333333333333
8877.0,-4.0,0.0,71,3600.0,12,2,4,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0,8947.0,8494.0,7979.0,7775.625,-4.7958333333333325
8786.0,-4.2,0.0,68,717.91,13,2,4,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,8877.0,8438.0,7870.0,7791.583333333333,-4.954166666666666
8716.0,-4.3,0.0,66,1686.37,14,2,4,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,0,8786.0,8350.0,7731.0,7806.083333333333,-5.1125
8742.0,-4.6,0.0,62,2106.6,15,2,4,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,0,8716.0,8368.0,7755.0,7821.333333333333,-5.2541666666666655
8646.0,-5.2,0.0,71,0.0,16,2,4,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0,8742.0,8292.0,7842.0,7836.916666666667,-5.408333333333332
8408.0,-5.6,0.0,74,0.0,17,2,4,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,8646.0,8080.0,7806.0,7851.666666666667,-5.491666666666666
8195.0,-6.3,0.0,85,0.0,18,2,4,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0,8408.0,7917.0,7780.0,7865.333333333333,-5.554166666666666
7601.0,-6.7,0.0,89,0.0,19,2,4,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0,8195.0,7332.0,7257.0,7876.916666666667,-5.624999999999999
7409.0,-6.8,0.0,90,0.0,20,2,4,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,7601.0,7125.0,6979.0,7888.125,-5.733333333333333
6906.0,-7.4,0.0,90,0.0,21,2,4,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,0,7409.0,6644.0,6489.0,7899.958333333333,-5.812499999999999
6462.0,-7.3,0.0,91,0.0,22,2,4,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0,6906.0,6393.0,6108.0,7910.875,-5.874999999999999
6144.0,-7.6,0.0,92,0.0,23,2,4,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,0,6462.0,6085.0,5718.0,7913.75,-5.916666666666667
6040.0,-7.4,0.0,91,0.0,0,3,4,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,6144.0,6019.0,5556.0,7916.208333333333,-5.9875
5922.0,-7.1,0.0,90,0.0,1,3,4,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,6040.0,5842.0,5397.0,7917.083333333333,-6.020833333333333
6076.0,-7.4,0.0,91,0.0,2,3,4,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,5922.0,5979.0,5548.0,7920.416666666667,-6.058333333333333
6728.0,-7.4,0.0,91,0.0,3,3,4,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0,6076.0,6670.0,6148.0,7924.458333333333,-6.108333333333333
7681.0,-7.3,0.0,90,0.0,4,3,4,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,6728.0,7612.0,7126.0,7926.875,-6.120833333333334
8645.0,-7.1,0.0,89,0.0,5,3,4,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,0,7681.0,8565.0,8084.0,7929.75,-6.108333333333332
8930.0,-6.8,0.0,84,2722.74,6,3,4,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,8645.0,8931.0,8562.0,7933.083333333333,-6.079166666666666
8880.0,-6.3,0.0,74,3600.0,7,3,4,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,8930.0,9061.0,8730.0,7933.041666666667,-6.058333333333333
9046.0,-5.6,0.0,65,3600.0,8,3,4,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,8880.0,9188.0,8906.0,7925.5,-6.070833333333333
9126.0,-4.5,0.0,56,3600.0,9,3,4,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0,9046.0,9272.0,9066.0,7919.583333333333,-6.0874999999999995
8895.0,-3.6,0.0,51,3600.0,10,3,4,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,9126.0,9011.0,8685.0,7913.5,-6.05
8799.0,-3.1,0.0,51,3600.0,11,3,4,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0,8895.0,8947.0,8555.0,7908.666666666667,-6.020833333333332
8686.0,-3.7,0.0,52,2142.58,12,3,4,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0,8799.0,8877.0,8337.0,7902.5,-5.983333333333332
8601.0,-3.5,0.0,51,3600.0,13,3,4,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,8686.0,8786.0,8290.0,7894.541666666667,-5.970833333333332
8449.0,-3.4,0.0,52,2460.21,14,3,4,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,0,8601.0,8716.0,8144.0,7886.833333333333,-5.941666666666666
8382.0,-3.9,0.0,60,0.0,15,3,4,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,0,8449.0,8742.0,8047.0,7875.708333333333,-5.904166666666665
8414.0,-4.0,0.0,63,3600.0,16,3,4,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0,8382.0,8646.0,8032.0,7860.708333333333,-5.874999999999999
8215.0,-4.4,0.0,67,3600.0,17,3,4,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,8414.0,8408.0,7869.0,7851.041666666667,-5.824999999999999
8159.0,-6.0,0.0,78,1774.78,18,3,4,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,0,8215.0,8195.0,7788.0,7843.0,-5.7749999999999995
7616.0,-7.5,0.0,79,0.0,19,3,4,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0,8159.0,7601.0,7255.0,7841.5,-5.762499999999999
7424.0,-9.2,0.0,82,0.0,20,3,4,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,7616.0,7409.0,7009.0,7842.125,-5.795833333333333
6899.0,-10.6,0.0,84,0.0,21,3,4,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,0,7424.0,6906.0,6494.0,7842.75,-5.895833333333332
6553.0,-9.3,0.0,81,0.0,22,3,4,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0,6899.0,6462.0,6045.0,7842.458333333333,-6.029166666666666
6244.0,-10.3,0.0,84,0.0,23,3,4,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,0,6553.0,6144.0,5732.0,7846.25,-6.1125
6111.0,-10.7,0.0,81,0.0,0,4,4,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,6244.0,6040.0,5529.0,7850.416666666667,-6.224999999999999
6012.0,-12.4,0.0,83,0.0,1,4,4,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,0,6111.0,5922.0,5396.0,7853.375,-6.3625
6145.0,-13.3,0.0,84,0.0,2,4,4,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,6012.0,6076.0,5506.0,7857.125,-6.583333333333332
6776.0,-14.6,0.0,84,0.0,3,4,4,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0,6145.0,6728.0,6092.0,7860.0,-6.829166666666667
7666.0,-14.9,0.0,83,0.0,4,4,4,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0,6776.0,7681.0,6958.0,7862.0,-7.129166666666666
8448.0,-13.9,0.0,79,2869.02,5,4,4,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,0,7666.0,8645.0,7787.0,7861.375,-7.445833333333333
8614.0,-7.1,0.0,62,3600.0,6,4,4,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,8448.0,8930.0,8178.0,7853.166666666667,-7.729166666666667
8570.0,-5.8,0.0,57,3600.0,7,4,4,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0,8614.0,8880.0,8231.0,7840.0,-7.741666666666666
